ZorgproductOmschrijving;Tarief
Behandeling of onderzoek en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling met klinisch neurofysiologisch onderzoek bij een slaapstoornis;571,55
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een slaapstoornis;177,78
Plaatsen of vervangen van een apparaat dat elektrische prikkels geeft aan de twaalfde hersenzenuw bij een slaapstoornis;567,28
Plaatsen of vervangen van een elektrode of ademhalingssensor ten behoeve van een apparaat dat elektrische prikkels geeft aan de twaalfde hersenzenuw bij een slaapstoornis;561,25
Revisie of verwijderen van een elektrode en/of ademhalingssensor en/of apparaat dat elektrische prikkels geeft aan de twaalfde hersenzenuw bij een slaapstoornis;567,78
Ziekenhuisopname bij een beschouwend specialisme bij carpaaltunnelsyndroom;2492,08
Operatief verwijderen van de 1e rib bij een ziekte van zenuw, zenuwknoop of zenuwwortel;5600,49
Ziekenhuisopname bij carpaaltunnelsyndroom;2204,45
Operatieve ingreep bij carpaaltunnelsyndroom;798,01
Ziekenhuisopname met maximaal 5 verpleegdagen bij een ziekte van zenuw, zenuwknoop of zenuwwortel overig;2876,53
Injectie en klinisch neurofysiologisch onderzoek bij carpaaltunnelsyndroom;516,01
Ziekenhuisopname met maximaal 5 verpleegdagen bij een ziekte van zenuw, zenuwknoop of zenuwwortel;1873,91
Uitgebreide operatie bij een ziekte van zenuw, zenuwknoop of zenuwwortel;6188,44
Zeer uitgebreid klinisch neurofysiologisch onderzoek bij een ziekte van zenuw, zenuwknoop of zenuwwortel;781,02
Dagbehandeling bij een ziekte van zenuw, zenuwknoop of zenuwwortel;904,66
Dagbehandeling met klinisch neurofysiologisch onderzoek bij een ziekte van zenuw, zenuwknoop of zenuwwortel;1158,44
Ziekenhuisopname met meer dan 28 verpleegdagen bij een ziekte van zenuw, zenuwknoop of zenuwwortel overig;30549,57
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij een ziekte van zenuw, zenuwknoop of zenuwwortel overig;7122,02
Ziekenhuisopname met maximaal 5 verpleegdagen bij een ziekte van de uiteinden van zenuwen in armen en/of benen;3304,56
Zeer uitgebreid klinisch neurofysiologisch onderzoek bij carpaaltunnelsyndroom;500,04
Dagbehandeling bij carpaaltunnelsyndroom;559,29
Dagbehandeling met klinisch neurofysiologisch onderzoek bij carpaaltunnelsyndroom;785,49
Injectie tijdens vervolgcontact bij carpaaltunnelsyndroom;200,88
Injectie bij carpaaltunnelsyndroom;320,63
beeldvormend onderzoek (r?ntgen of echo of CT-scan of MRI) bij een ziekte van zenuw, zenuwknoop of zenuwwortel;753,72
Diagnostisch onderzoek of therapie bij een ziekte van zenuw, zenuwknoop of zenuwwortel;594,55
Diagnostisch onderzoek of therapie met beeldvormend onderzoek (r?ntgen of echo of CT-scan of MRI) bij een ziekte van zenuw, zenuwknoop of zenuwwortel;1216,42
Operatief verlichten van de zenuw bij een ziekte van zenuw, zenuwknoop of zenuwwortel;3180,73
Beeldvormend onderzoek (r?ntgen of echo of CT-scan of MRI) bij carpaaltunnelsyndroom;459,38
Diagnostisch onderzoek of therapie bij carpaaltunnelsyndroom (zenuwtunnelvernauwing in de pols);381,27
Diagnostisch onderzoek of therapie met beeldvormend onderzoek (r?ntgen of echo of CT-scan of MRI) bij carpaaltunnelsyndroom (zenuwtunnelvernauwing in de pols);660,06
Routine klinisch neurofysiologisch onderzoek bij een ziekte van zenuw, zenuwknoop of zenuwwortel;548,02
Zeer uitgebreid klinisch neurofysiologisch onderzoek bij een ziekte van de uiteinden van zenuwen in armen en/of benen;855,89
Dagbehandeling bij een ziekte van de uiteinden van zenuwen in armen en/of benen;2642,5
Dagbehandeling met klinisch neurofysiologisch onderzoek bij een ziekte van de uiteinden van zenuwen in armen en/of benen;1927,4
Ziekenhuisopname met meer dan 28 verpleegdagen bij een ziekte van de uiteinden van zenuwen in armen en/of benen;32179,69
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij een ziekte van de uiteinden van zenuwen in armen en/of benen;10568,63
Routine klinisch neurofysiologisch onderzoek bij carpaaltunnelsyndroom;386,22
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij een ziekte van zenuw, zenuwknoop of zenuwwortel;495,22
Uitsnijden of operatief verlichten van pezen bij een ziekte van zenuw, zenuwknoop of zenuwwortel;1680,51
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij carpaaltunnelsyndroom;321,28
Routine klinisch neurofysiologisch onderzoek bij een ziekte van de uiteinden van zenuwen in armen en/of benen;800,56
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een ziekte van zenuw, zenuwknoop of zenuwwortel;186,7
1 of 2 polikliniekbezoeken/ consultaties op afstand bij carpaaltunnelsyndroom;180,45
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken tijdens vervolgcontact bij een ziekte van zenuw, zenuwknoop of zenuwwortel;442,54
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij een ziekte van een zenuw, zenuwknoop of zenuwwortel;651,04
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken tijdens vervolgcontact bij carpaaltunnelsyndroom;453,06
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij een carpaaltunnelsyndroom;494,18
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een ziekte van zenuw, zenuwknoop of zenuwwortel;122,12
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een ziekte van een zenuw, zenuwknoop of zenuwwortel;250,21
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken tijdens vervolgcontact bij een ziekte van de uiteinden van zenuwen in armen en/of benen;657,99
Dagbehandeling(en) en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of meer dan 2 onderzoeken bij een ziekte van de uiteinden van zenuwen in armen en/of benen;818,52
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij carpaaltunnelsyndroom;136,02
1 of 2 polikliniekbezoeken/ consultaties op afstand carpaaltunnelsyndroom;223,53
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een ziekte van de uiteinden van zenuwen in armen en/of benen;176,88
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een ziekte van de uiteinden van zenuwen in armen en/of benen;290,67
Groot herstel bij een aandoening van de aangezichtszenuw bij een stoornis van de aangezichtszenuw;4190,02
Correctie bij een aandoening van de aangezichtszenuw bij een stoornis van de aangezichtszenuw;2785,92
Correctie van een hangend ooglid of wenkbrauw bij een stoornis van de aangezichtszenuw;2552,86
Ooglidcorrectie bij een stoornis van de aangezichtszenuw;2582,92
Ziekenhuisopname met meer dan 5 verpleegdagen bij een ziekte van zenuw, zenuwknoop of zenuwwortel;6808,23
Behandeling met medicijnen bij multipele sclerose;3277,48
Behandeling met medicijnen tijdens een ziekenhuisopname bij multipele sclerose;5108,84
Behandeling met medicijnen bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;1767,86
Behandeling met medicijnen tijdens een ziekenhuisopname bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;11332,48
Dagbehandeling bij een ziekte van het zenuwstelsel;1343,59
Ziekenhuisopname met maximaal 5 verpleegdagen bij een ziekte van het zenuwstelsel;2144,97
Dagbehandeling bij een infectie van het zenuwstelsel;1293,03
Ziekenhuisopname met maximaal 5 verpleegdagen bij een infectie van het zenuwstelsel;2458,5
Dagbehandeling bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;1691,02
Ziekenhuisopname met maximaal 5 verpleegdagen bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;2917,29
Neurologische behandeling en begeleiding bij multipele sclerose;679,6
Dagbehandeling tijdens vervolgcontact bij multipele sclerose;2282,19
Dagbehandeling bij multipele sclerose;1746,15
Ziekenhuisopname met meer dan 28 verpleegdagen bij multipele sclerose;25071,6
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij multipele sclerose;6963,12
Ziekenhuisopname met maximaal 5 verpleegdagen bij multipele sclerose;2291,61
Ziekenhuisopname met maximaal 5 verpleegdagen tijdens een eerste behandeltraject bij multipele sclerose;3161,31
Teambehandeling bij een ziekte van het zenuwstelsel;437,89
Ziekenhuisopname met meer dan 28 verpleegdagen bij een ziekte van het zenuwstelsel;29312,98
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij een ziekte van het zenuwstelsel;8094,38
Klinisch neurofysiologisch onderzoek bij een infectie van het zenuwstelsel;814,62
Ziekenhuisopname met meer dan 28 verpleegdagen bij een infectie van het zenuwstelsel;38103,16
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij een infectie van het zenuwstelsel;9795,13
Teambehandeling bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;403,63
Ziekenhuisopname met meer dan 28 verpleegdagen bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;25334,16
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;9763,85
Zeer uitgebreid klinisch neurofysiologisch onderzoek bij een ziekte van het zenuwstelsel;934,26
Zeer uitgebreid klinisch neurofysiologisch onderzoek bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;1066,92
Teambehandeling tijdens vervolgcontact bij multipele sclerose;489,57
Teambehandeling bij multipele sclerose;465,41
Routine klinisch neurofysiologisch onderzoek bij een ziekte van het zenuwstelsel;827,79
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een infectie van het zenuwstelsel;694,27
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij een infectie van het zenuwstelsel;651,91
Routine klinisch neurofysiologisch onderzoek bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;1127,51
Klinisch neurofysiologisch onderzoek tijdens vervolgcontact bij multipele sclerose;907,84
Klinisch neurofysiologisch onderzoek bij multipele sclerose;1070,05
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een infectie van het zenuwstelsel;170,66
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een infectie van het zenuwstelsel;270,96
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij multipele sclerose;722,74
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij multipele sclerose;1074,77
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een ziekte van het zenuwstelsel;563,86
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij een ziekte van het zenuwstelsel;666,61
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een aantasting van de hersenen en/en/of zenuwenscheden door ziekte van het zenuwstelsel;777,2
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij een aantasting van de hersenen en/en/of zenuwenscheden door een ziekte van het zenuwstelsel;1128,58
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij multipele sclerose;224,48
1 of 2 polikliniekbezoeken/ consultaties op afstand bij multipele sclerose;312,41
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een ziekte van het zenuwstelsel;218,89
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een ziekte van het zenuwstelsel;259,09
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;201,93
1 of 2 polikliniekbezoeken/ consultaties op afstand bij een aantasting van de hersenen en/of zenuwenscheden door een ziekte van het zenuwstelsel;319,4
Ziekenhuisopname met maximaal 5 verpleegdagen bij migraine of een andere vorm van hoofdpijn;1961,56
Teambehandeling bij migraine of een andere vorm van hoofdpijn;596,37
1 dagbehandeling bij migraine of een andere vorm van hoofdpijn;915,15
1 dagbehandeling met klinisch neurofysiologisch onderzoek bij migraine of een andere vorm van hoofdpijn;1630,77
Ziekenhuisopname met meer dan 28 verpleegdagen bij migraine of een andere vorm van hoofdpijn;11252,74
Ziekenhuisopname van 6 tot maximaal 28 verpleegdagen bij migraine of een andere vorm van hoofdpijn;7229,42
Klinisch neurofysiologisch onderzoek bij Migraine of een andere vorm van hoofdpijn;697,53
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij migraine en/of een andere vorm van hoofdpijn;403,94
Diagnostiek/ ingreep en/of meer dan 2 polikliniekbezoeken/ consultaties op afstand bij migraine en/of een andere vorm van hoofdpijn;566,41
1 of 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij migraine of een andere vorm van hoofdpijn;155,02
1 of 2 polikliniekbezoeken/ consultaties op afstand bij migraine of een andere vorm van hoofdpijn;265,85
EEG-registratie waarbij de elektrode in het hoofd wordt geplaatst ten behoeve van het al dan niet in aanmerking komen voor operatieve behandeling bij epilepsie of stuip;14822,64
Videomonitoring ten behoeve van het al dan niet in aanmerking komen voor operatieve behandeling bij epilepsie of stuip;13321,21
Onderzoeksfase ten behoeve van het al dan niet in aanmerking komen voor operatieve behandeling bij epilepsie of stuip;4283,79
Tussen 6 en 13 verpleegdagen met observatie en uitgebreid psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip;6700,67
Tussen 6 en 13 verpleegdagen en uitgebreid en psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip;4894,78
EEG-registratie waarbij de elektrode in het hoofd wordt geplaatst ten behoeve van het al dan niet in aanmerking komen voor operatieve behandeling bij epilepsie of stuip bij kind;9317,82
Videomonitoring ten behoeve van het al dan niet in aanmerking komen voor operatieve behandeling bij epilepsie of stuip bij kind;9691,07
Onderzoeksfase ten behoeve van het al dan niet in aanmerking komen voor operatieve behandeling bij epilepsie of stuip bij kind;8165,15
Tussen 6 en 13 verpleegdagen met observatie en uitgebreid psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;11811,33
Tussen 6 en 13 verpleegdagen en uitgebreid en psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;8350,26
Meer dan 50 verpleegdagen met teambehandeling uitgebreid bij epilepsie of stuip bij kind;57536,93
Meer dan 50 verpleegdagen bij epilepsie of stuip bij kind;53815,47
Tussen 14 en 50 verpleegdagen teambehandeling uitgebreid bij epilepsie of stuip bij kind;29564,58
Tussen 14 en 50 verpleegdagen bij epilepsie of stuip bij kind;24673,91
Tussen 6 en 13 verpleegdagen met observatie en met teambehandeling en klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;12206,26
Tussen 6 en 13 verpleegdagen met teambehandeling en klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;10697,25
Tussen 6 en 13 verpleegdagen met observatie en met teambehandeling en psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;11710,46
Tussen 6 en 13 verpleegdagen met teambehandeling en psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;9603,78
Maximaal 5 verpleegdagen met observatie en met uitgebreide teambehandeling en uitgebreid psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;8448,22
Maximaal 5 verpleegdagen en uitgebreide teambehandeling en psychodiagnostisch/klinisch neurofysiologisch onderzoek bij epilepsie of stuip bij kind;6235,84
